Jan 01 08:01:22 webapp01 sudo: devops01 : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 04 13:32:34 cache01 sudo: builduser : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 04 13:33:49 api01 sudo: admin01 : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 04 13:34:47 webapp02 sudo: secops01 : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 13:35:05 proxy01 sudo: backupsvc : TTY=pts/3 ; PWD=/home/backupsvc ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 04 13:35:45 api01 sudo: monitor : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 04 13:37:02 staging01 sudo: secops01 : TTY=pts/0 ; PWD=/home/secops01 ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 13:37:50 api01 sudo: secops01 : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 04 13:37:56 webapp02 sudo: operator01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 13:38:23 api01 sudo: devops01 : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 13:38:46 worker01 sudo: svcdeploy : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 13:38:51 worker01 sudo: admin01 : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 04 13:40:08 webapp02 sudo: secops01 : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 13:40:55 worker01 sudo: admin01 : TTY=pts/1 ; PWD=/home/admin01 ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 13:41:25 db01 sudo: dbadmin : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 13:42:31 worker01 sudo: webadmin : TTY=pts/3 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 04 13:43:50 db01 sudo: monitor : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 04 13:44:10 webapp02 sudo: operator01 : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 04 13:44:29 cache01 sudo: monitor : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 13:45:05 cache01 sudo: devops01 : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 13:46:11 cache01 sudo: svcdeploy : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 13:47:27 api01 sudo: backupsvc : TTY=pts/2 ; PWD=/home/backupsvc ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 13:47:40 proxy01 sudo: devops01 : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 04 13:47:52 staging01 sudo: svcdeploy : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 13:48:03 webapp02 sudo: backupsvc : TTY=pts/0 ; PWD=/home/backupsvc ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 13:48:53 cache01 sudo: operator01 : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 13:49:53 proxy01 sudo: backupsvc : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 13:50:58 staging01 sudo: builduser : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 13:51:52 cache01 sudo: svcdeploy : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 04 13:52:11 staging01 sudo: svcdeploy : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 04 13:52:49 api01 sudo: operator01 : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 04 13:53:04 staging01 sudo: devops01 : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 13:54:15 worker01 sudo: admin01 : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 13:54:59 db01 sudo: dbadmin : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 13:56:05 api01 sudo: builduser : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 04 13:56:56 proxy01 sudo: builduser : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 13:58:05 staging01 sudo: operator01 : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 13:59:03 api01 sudo: devops01 : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 04 13:59:30 db01 sudo: devops01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 14:00:48 webapp02 sudo: svcdeploy : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 14:01:05 webapp01 sudo: devops01 : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 04 14:01:38 db01 sudo: webadmin : TTY=pts/0 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 14:02:28 cache01 sudo: devops01 : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 14:03:44 proxy01 sudo: monitor : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 04 14:04:24 db01 sudo: webadmin : TTY=pts/1 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 04 14:05:43 webapp02 sudo: builduser : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 04 14:06:13 cache01 sudo: svcdeploy : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 14:07:33 staging01 sudo: secops01 : TTY=pts/0 ; PWD=/home/secops01 ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 14:07:39 cache01 sudo: svcdeploy : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 04 14:08:56 staging01 sudo: monitor : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 14:10:07 webapp02 sudo: secops01 : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 14:10:19 proxy01 sudo: builduser : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 14:11:06 api01 sudo: monitor : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 14:11:34 proxy01 sudo: builduser : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 14:12:37 webapp01 sudo: webadmin : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 14:12:58 api01 sudo: operator01 : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 04 14:13:32 webapp01 sudo: backupsvc : TTY=pts/3 ; PWD=/home/backupsvc ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 04 14:14:30 webapp02 sudo: svcdeploy : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 04 14:15:21 staging01 sudo: backupsvc : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 14:16:25 webapp01 sudo: webadmin : TTY=pts/3 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 04 14:17:17 proxy01 sudo: secops01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 14:17:18 proxy01 sudo: builduser : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 04 14:17:38 api01 sudo: devops01 : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 14:18:53 proxy01 sudo: svcdeploy : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 14:20:05 staging01 sudo: webadmin : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 14:20:33 db01 sudo: monitor : TTY=pts/1 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 04 14:21:20 proxy01 sudo: monitor : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 14:22:12 proxy01 sudo: secops01 : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 04 14:22:58 webapp02 sudo: svcdeploy : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 14:24:22 db01 sudo: webadmin : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 14:25:37 webapp02 sudo: backupsvc : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 04 14:26:33 webapp02 sudo: dbadmin : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 14:26:49 proxy01 sudo: admin01 : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 04 14:28:17 staging01 sudo: devops01 : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 04 14:28:46 cache01 sudo: secops01 : TTY=tty1 ; PWD=/home/secops01 ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 04 14:30:15 worker01 sudo: secops01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 14:31:26 cache01 sudo: dbadmin : TTY=pts/1 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 04 14:31:58 db01 sudo: builduser : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 04 14:32:23 worker01 sudo: secops01 : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 14:33:26 staging01 sudo: secops01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 14:34:27 worker01 sudo: builduser : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 14:35:39 webapp02 sudo: secops01 : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 04 14:36:42 webapp02 sudo: webadmin : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 04 14:37:54 cache01 sudo: admin01 : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 14:38:11 db01 sudo: svcdeploy : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 14:39:38 proxy01 sudo: builduser : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 14:39:43 webapp02 sudo: devops01 : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 04 14:39:57 cache01 sudo: dbadmin : TTY=tty1 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 04 14:40:34 db01 sudo: operator01 : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 14:41:54 webapp02 sudo: operator01 : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 04 14:41:56 webapp01 sudo: devops01 : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 14:42:46 staging01 sudo: webadmin : TTY=tty1 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 04 14:44:07 webapp02 sudo: monitor : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 04 14:45:15 proxy01 sudo: admin01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 14:46:04 db01 sudo: builduser : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 14:46:09 proxy01 sudo: monitor : TTY=pts/0 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 14:46:34 api01 sudo: builduser : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 04 14:48:01 webapp01 sudo: operator01 : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 14:49:14 staging01 sudo: monitor : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 14:50:34 webapp02 sudo: builduser : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 04 14:51:54 api01 sudo: svcdeploy : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 14:52:10 worker01 sudo: devops01 : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 14:53:10 db01 sudo: builduser : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 14:54:26 worker01 sudo: secops01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 04 14:55:55 proxy01 sudo: backupsvc : TTY=pts/0 ; PWD=/home/backupsvc ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 14:56:39 staging01 sudo: monitor : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 14:57:28 cache01 sudo: builduser : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 04 14:58:04 staging01 sudo: webadmin : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 14:58:30 staging01 sudo: operator01 : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 04 14:59:15 proxy01 sudo: monitor : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 15:00:12 proxy01 sudo: secops01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 15:01:34 staging01 sudo: webadmin : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 15:02:55 cache01 sudo: svcdeploy : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 04 15:04:18 api01 sudo: admin01 : TTY=pts/2 ; PWD=/home/admin01 ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 15:04:49 staging01 sudo: builduser : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 15:06:01 proxy01 sudo: webadmin : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 04 15:06:35 webapp01 sudo: dbadmin : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 15:07:11 webapp01 sudo: backupsvc : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 15:07:59 db01 sudo: svcdeploy : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 15:08:51 db01 sudo: monitor : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 15:09:23 proxy01 sudo: secops01 : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 15:10:53 webapp01 sudo: webadmin : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 04 15:11:20 cache01 sudo: admin01 : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 15:12:10 api01 sudo: svcdeploy : TTY=pts/2 ; PWD=/home/svcdeploy ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 04 15:12:24 api01 sudo: admin01 : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 15:12:54 staging01 sudo: backupsvc : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 04 15:13:20 proxy01 sudo: webadmin : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 04 15:13:55 proxy01 sudo: secops01 : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 04 15:14:13 db01 sudo: builduser : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 15:14:47 worker01 sudo: devops01 : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 15:16:01 webapp02 sudo: webadmin : TTY=pts/0 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 15:16:24 proxy01 sudo: builduser : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 04 15:16:39 worker01 sudo: monitor : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 04 15:17:46 staging01 sudo: webadmin : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 15:18:12 db01 sudo: backupsvc : TTY=pts/1 ; PWD=/home/backupsvc ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 04 15:18:24 cache01 sudo: webadmin : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 04 15:19:48 cache01 sudo: dbadmin : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 15:20:15 webapp01 sudo: dbadmin : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 04 15:20:20 staging01 sudo: operator01 : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 15:21:21 proxy01 sudo: dbadmin : TTY=pts/3 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 15:21:32 webapp02 sudo: backupsvc : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 15:22:03 webapp02 sudo: secops01 : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 15:22:20 staging01 sudo: svcdeploy : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 15:23:37 cache01 sudo: monitor : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 04 15:24:41 staging01 sudo: secops01 : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 15:24:43 webapp02 sudo: builduser : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 15:24:59 proxy01 sudo: admin01 : TTY=pts/2 ; PWD=/home/admin01 ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 15:25:04 db01 sudo: builduser : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 04 15:26:12 db01 sudo: webadmin : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 15:27:19 staging01 sudo: dbadmin : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 04 15:28:44 webapp01 sudo: webadmin : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 04 15:29:01 api01 sudo: builduser : TTY=tty1 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 04 15:29:03 webapp02 sudo: svcdeploy : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 15:29:35 cache01 sudo: secops01 : TTY=pts/1 ; PWD=/home/secops01 ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 04 15:30:39 worker01 sudo: backupsvc : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 15:31:13 webapp01 sudo: webadmin : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 15:31:54 db01 sudo: monitor : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 15:33:15 staging01 sudo: admin01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 15:33:59 proxy01 sudo: operator01 : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 15:34:15 api01 sudo: dbadmin : TTY=pts/1 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 15:35:33 proxy01 sudo: monitor : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 04 15:35:36 api01 sudo: monitor : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 15:36:22 webapp01 sudo: webadmin : TTY=pts/1 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 04 15:37:39 webapp02 sudo: monitor : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 15:38:03 db01 sudo: builduser : TTY=pts/1 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 15:38:22 worker01 sudo: monitor : TTY=pts/1 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 04 15:39:04 webapp01 sudo: admin01 : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 04 15:39:15 api01 sudo: backupsvc : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 15:39:32 cache01 sudo: admin01 : TTY=tty1 ; PWD=/home/admin01 ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 15:40:45 webapp01 sudo: svcdeploy : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 15:41:22 db01 sudo: builduser : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 04 15:42:25 staging01 sudo: monitor : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 15:42:45 worker01 sudo: webadmin : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 15:42:59 webapp02 sudo: dbadmin : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 15:43:18 api01 sudo: svcdeploy : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 15:44:34 webapp02 sudo: dbadmin : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 15:45:21 staging01 sudo: dbadmin : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 15:46:46 worker01 sudo: devops01 : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 15:47:18 webapp02 sudo: admin01 : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 04 15:48:01 cache01 sudo: webadmin : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 15:48:15 webapp01 sudo: dbadmin : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 04 15:48:52 webapp02 sudo: monitor : TTY=pts/2 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 15:50:06 cache01 sudo: operator01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker logs webapp
